	BP429B	BP360B	BP358A	BP357B	BP414B	BP432B	BP416B	BP417B	BP363B	BP362A	BP435B	BP436B	BP516A	BP355B	BP361A	BP434B	BP358B	BP466C	BP508A	BP395B	BP396B	BP588T	BP589T	BP418B	BP357A	BP419B	BP431B	BP358T	BP356A	BP390B	BP359A	BP391B	BP513A	BP363A	BP364A	BP355A	BP360T	BP355T	BP512A	BP510A	BP392B	BP506A	BP511A	BP108T	BP450C	BP507A	BP509A	BP374A	BP504A	BP361T	BP405B	BP404B	BP128A	BP491A	BP483A	BP372B	BP494A	BP401B	BP375T	BP101T	BP505A	BP369A	BP380A	BP376A	BP114T	BP103T	BP490A	BP479C	BP514A	BP415B	BP486A	BP373A	BP370B	BP500A	BP372A	BP408B	BP489A	BP126A	BP369B	BP105T	BP569T	BP485A	BP574T	BP484A	BP406B	BP407B	BP371B	BP129T	BP377A	BP371A	BP618T	BP570T	BP590T	BP575T	BP365A	BP366B	BP130A	BP397B	BP369T	BP520A	BP370A	BP127T	BP381T	BP376T	BP593T	BP363T	BP360A	BP573T	BP492A	BP370T	BP478C	BP113T	BP124A	BP112T	BP102T	BP125A	BP127A	BP129A	BP125T	BP128T	BP107T	BP124T	BP377T	BP106T	BP130T	BP585T	BP382A	BP126T	BP110T	BP487A	BP499A	BP426B	BP493A	BP421B	BP381B	BP115T	BP382T	BP380T	BP365B	BP501A	BP372T	BP371T	BP622T	BP109T	BP366A	BP457C	BP376B	BP425B	BP495A	BP381A	BP470C	BP496A	BP427B	BP473C	BP377B	BP565T	BP561T	BP111T	BP104T	BP582T	BP581T	BP365T	BP515A	BP562T	BP579T	BP619T	BP566T
BP376B	0.360411405882	0.461431692157	0.459955256863	0.478561727451	0.449900266667	0.393340160784	0.464328103922	0.458465686275	0.481314482353	0.413331317647	0.404176668627	0.415441166667	0.418969339216	0.433485576471	0.448778658824	0.397657460784	0.444568315686	0.433945123529	0.459007090196	0.459472705882	0.445460292157	0.571233303922	0.540386560784	0.440676956863	0.443403927451	0.430441523529	0.38331462549	0.4991165	0.489101752941	0.438158643137	0.460512247059	0.421607866667	0.458532301961	0.408429941176	0.420388833333	0.427606917647	0.801377009804	0.777727466667	0.436950480392	0.482368776471	0.399764186275	0.425098896078	0.478604082353	0.619317172549	0.443833080392	0.40113234902	0.489326501961	0.40599895098	0.442058862745	0.609449358824	0.430703947059	0.431939721569	0.378048935294	0.411683892157	0.426926564706	0.397422864706	0.385341278431	0.415485190196	0.802652188235	0.772635107843	0.460270458824	0.324393111765	0.168820098039	0.14396357451	0.769500337255	0.825169058824	0.390681213725	0.437707313725	0.400447768627	0.426558664706	0.395153427451	0.344566452941	0.3894429	0.444383854902	0.364874241176	0.430817505882	0.3811245	0.454569417647	0.387530956863	0.798295768627	0.508175839216	0.386944764706	0.521987605882	0.408211370588	0.381818107843	0.434906152941	0.413008201961	0.660858084314	0.295898778431	0.397560778431	0.735484186275	0.553378813725	0.466597005882	0.518619807843	0.414442882353	0.383236621569	0.425107056863	0.431955692157	0.731539992157	0.503809323529	0.368058698039	0.651060852941	0.69637005098	0.571727798039	0.573949558824	0.555110994118	0.571473152941	0.570097701961	0.54087045098	0.638058339216	0.431136380392	0.766982396078	0.378428835294	0.645001627451	0.812397429412	0.463416309804	0.474792352941	0.372978039216	0.658802752941	0.617162321569	0.927531447059	0.717761996078	0.630324672549	0.74424517451	0.779145056863	0.524689756863	0.327849568627	0.697864013725	0.75134474902	0.408196631373	0.445929162745	0.477114286275	0.452219907843	0.43913512549	0.135855205882	0.981478690196	0.733010701961	0.687810121569	0.435560952941	0.445532221569	0.539899692157	0.662236033333	0.828870739216	0.936825411765	0.353482978431	0.519792827451	0.0	0.480849723529	0.439922092157	0.234362478431	0.3725893	0.456515419608	0.437751047059	0.373763558824	0.230937005882	0.502436060784	0.601679329412	0.904868394118	0.744220072549	0.608316468627	0.500163305882	0.715545794118	0.415787996078	0.651902201961	0.621629001961	0.806819009804	0.659088437255
BP425B	0.324036854902	0.286666196078	0.349411894118	0.30470605098	0.286671676471	0.31558815098	0.253562376471	0.254785005882	0.332496692157	0.325026107843	0.292493847059	0.288289670588	0.281668619608	0.278274727451	0.363634131373	0.345637015686	0.314915909804	0.320975752941	0.262835794118	0.209980531373	0.232896533333	0.546753741176	0.508567762745	0.25157837451	0.358088411765	0.247751121569	0.25420714902	0.46303094902	0.3788631	0.227812013725	0.338234170588	0.271774107843	0.338246943137	0.321787903922	0.335774992157	0.307798017647	0.811698792157	0.792579888235	0.320667317647	0.356099872549	0.240249403922	0.311711568627	0.240795554902	0.635000727451	0.240584964706	0.262937064706	0.224811213725	0.299041827451	0.248140519608	0.587406039216	0.241372313725	0.234783229412	0.353994835294	0.237879721569	0.221620582353	0.242486839216	0.249197001961	0.245577082353	0.790299237255	0.772936290196	0.407090786275	0.326732839216	0.430674484314	0.486183737255	0.763275080392	0.83258317451	0.235992376471	0.232947115686	0.248875041176	0.249353623529	0.302871354902	0.322829309804	0.270473733333	0.234243578431	0.320748905882	0.240465064706	0.270453360784	0.413277333333	0.251837143137	0.785598358824	0.483631296078	0.24562557451	0.486792152941	0.222134160784	0.257975945098	0.252049535294	0.219973321569	0.665170098039	0.411860458824	0.218099827451	0.75707514902	0.531483247059	0.411178592157	0.493386409804	0.288449276471	0.244180572549	0.443707341176	0.239400321569	0.705350064706	0.313705768627	0.279592743137	0.650908105882	0.721857378431	0.626277796078	0.538595439216	0.514808262745	0.454084527451	0.557128460784	0.45125944902	0.638404423529	0.227719719608	0.7651507	0.345277182353	0.647213872549	0.813053819608	0.484988876471	0.452380590196	0.3564915	0.656147158824	0.600568319608	0.934165935294	0.729793872549	0.630820247059	0.755948886275	0.786862717647	0.492756594118	0.407465664706	0.678277796078	0.759248335294	0.372941405882	0.166204509804	0.192390707843	0.250810137255	0.218365503922	0.460508196078	0.970498221569	0.744621496078	0.696645903922	0.212155103922	0.196513101961	0.553825352941	0.6760004	0.847593121569	0.937572770588	0.307605811765	0.217046511765	0.480849723529	0.0	0.209064145098	0.399193413725	0.254201396078	0.131064441176	0.154504645098	0.269793086275	0.427903494118	0.443101980392	0.5934817	0.898230478431	0.753216101961	0.612746109804	0.450551052941	0.722910333333	0.281297798039	0.640983768627	0.567845078431	0.843281505882	0.60640612549
BP495A	0.330660101961	0.337426847059	0.348596196078	0.361245596078	0.294150515686	0.309007617647	0.254086807843	0.256670754902	0.375422719608	0.329214476471	0.302873835294	0.286783788235	0.251077509804	0.278322707843	0.361887747059	0.356490027451	0.316111105882	0.318019901961	0.266620445098	0.259585805882	0.290823494118	0.518192207843	0.471715252941	0.239331319608	0.349434243137	0.24392025098	0.267606290196	0.438632843137	0.395765915686	0.251352558824	0.341120958824	0.278354892157	0.285746413725	0.290400923529	0.298844921569	0.278689135294	0.811577235294	0.770557766667	0.284751666667	0.291749417647	0.303224415686	0.265470917647	0.290443272549	0.621345821569	0.284680933333	0.295012766667	0.283983523529	0.320609956863	0.280607170588	0.599151780392	0.323463760784	0.30436282549	0.350477156863	0.293299560784	0.28663957451	0.302007003922	0.17487284902	0.312389992157	0.804348064706	0.770373741176	0.349380735294	0.306434898039	0.386849939216	0.452655866667	0.774349068627	0.833278790196	0.271725454902	0.269088919608	0.1954163	0.281786419608	0.264584366667	0.250960152941	0.32944132549	0.28533724902	0.299127870588	0.327363068627	0.305361007843	0.400598211765	0.301201660784	0.792009990196	0.460637421569	0.228980292157	0.44784325098	0.263243133333	0.29423907451	0.336737703922	0.275196047059	0.664644439216	0.367896411765	0.201921564706	0.728870658824	0.517967031373	0.400783768627	0.475036527451	0.278341605882	0.282107290196	0.440205694118	0.306133913725	0.692003488235	0.266795082353	0.291705586275	0.650463423529	0.730778476471	0.627521419608	0.526427117647	0.514470223529	0.439623496078	0.543163429412	0.424502958824	0.594292647059	0.28180075098	0.777905256863	0.360606852941	0.650628460784	0.823028247059	0.484728821569	0.44798302549	0.344951676471	0.65871617451	0.59536564902	0.943799468627	0.729240507843	0.629163415686	0.755389984314	0.78725947451	0.463424103922	0.406751805882	0.684371231373	0.7607253	0.31815684902	0.2094008	0.261831503922	0.29578007451	0.296672790196	0.423994156863	0.986465888235	0.764640562745	0.700985888235	0.267010923529	0.272484811765	0.544542023529	0.657314219608	0.815576231373	0.946495617647	0.254419168627	0.316647190196	0.439922092157	0.209064145098	0.0	0.360761943137	0.277508396078	0.182518762745	0.208279609804	0.320651164706	0.389120411765	0.426316992157	0.556358280392	0.908194972549	0.753172509804	0.57607294902	0.414125539216	0.729795176471	0.258302307843	0.620436388235	0.525486545098	0.82723867451	0.592244847059
BP381A	0.292264829412	0.407468805882	0.4112711	0.432580527451	0.382102427451	0.294651933333	0.387101570588	0.377783231373	0.437834658824	0.361437886275	0.322082296078	0.316905539216	0.3460985	0.36290754902	0.398305372549	0.323054327451	0.389163033333	0.371726707843	0.388230066667	0.394751160784	0.378722711765	0.538964531373	0.515620423529	0.364101019608	0.375995805882	0.357221166667	0.300749739216	0.486213856863	0.453210082353	0.345350470588	0.403417282353	0.363165639216	0.378560270588	0.333294290196	0.356880707843	0.335350356863	0.797865041176	0.779096247059	0.336107676471	0.403834	0.353681656863	0.336648452941	0.413435890196	0.602125996078	0.368839598039	0.341354964706	0.412840411765	0.368707798039	0.363668941176	0.598589590196	0.380484441176	0.359819819608	0.308792676471	0.347548617647	0.359925592157	0.354659096078	0.307465027451	0.366077064706	0.791898427451	0.759026986275	0.380484968627	0.262860962745	0.177209976471	0.261164488235	0.754547376471	0.817944890196	0.332658288235	0.365554019608	0.303011478431	0.368445394118	0.312773545098	0.276355919608	0.356556888235	0.391292643137	0.298668813725	0.377512772549	0.332473413725	0.364644358824	0.343643858824	0.78162254902	0.490517196078	0.303892101961	0.485873707843	0.340170029412	0.327739268627	0.387166070588	0.354577801961	0.657020876471	0.199970656863	0.326272703922	0.729112421569	0.526784186275	0.422288464706	0.477896282353	0.357858070588	0.325902205882	0.372963288235	0.385092331373	0.699329556863	0.406875401961	0.340342341176	0.631725727451	0.687563890196	0.575916480392	0.54368897451	0.525889703922	0.484279635294	0.535591772549	0.472586133333	0.6072527	0.364607933333	0.755418694118	0.316248098039	0.62961472549	0.802505896078	0.420064690196	0.403650972549	0.30695725098	0.64473014902	0.591312513725	0.926611596078	0.712245439216	0.607005923529	0.73918524902	0.773664680392	0.500321443137	0.291136427451	0.681851005882	0.739121968627	0.364830811765	0.377679692157	0.416849337255	0.381277382353	0.399102788235	0.222735805882	0.976688847059	0.723601019608	0.676112745098	0.379232709804	0.402292084314	0.531866688235	0.657546813725	0.831297445098	0.936205827451	0.304180401961	0.468350007843	0.234362478431	0.399193413725	0.360761943137	0.0	0.307170103922	0.380583854902	0.365655980392	0.349269111765	0.202650743137	0.475987841176	0.598059239216	0.901449123529	0.741664362745	0.600346586275	0.446329207843	0.716114935294	0.346342592157	0.649345801961	0.596079511765	0.801308758824	0.63718917451
BP470C	0.306513843137	0.325057533333	0.349507117647	0.352699419608	0.326070256863	0.319616801961	0.333565309804	0.338369311765	0.342739382353	0.32705655098	0.318173576471	0.317701266667	0.295087694118	0.308671437255	0.351756315686	0.343542321569	0.318098905882	0.321567678431	0.327114452941	0.290313688235	0.271090329412	0.535822027451	0.510697237255	0.318813558824	0.359097062745	0.303368184314	0.265302854902	0.446188580392	0.379008817647	0.260127331373	0.340551707843	0.297546437255	0.348089072549	0.305965535294	0.327958670588	0.312178735294	0.788919490196	0.778851280392	0.323042666667	0.354227256863	0.241922819608	0.297260329412	0.312818272549	0.611642135294	0.285832360784	0.239415327451	0.302167060784	0.287240607843	0.283824264706	0.563465890196	0.226506670588	0.212862409804	0.326034098039	0.199351164706	0.22175462549	0.246856070588	0.244640201961	0.214974909804	0.769952339216	0.746545682353	0.367127029412	0.277841513725	0.331729727451	0.386892482353	0.739202096078	0.798235311765	0.199495596078	0.273096315686	0.265829268627	0.289029482353	0.223923241176	0.295433219608	0.247915572549	0.279056001961	0.271662156863	0.222088331373	0.222283235294	0.392637172549	0.251314582353	0.740585547059	0.455473041176	0.165739158824	0.456127701961	0.178367211765	0.205831705882	0.23615795098	0.232351980392	0.649707603922	0.343833631373	0.235602819608	0.724561517647	0.519090243137	0.421734376471	0.456963492157	0.273286923529	0.242915180392	0.407959901961	0.275245070588	0.696385527451	0.378723329412	0.25067724902	0.623779517647	0.69402124902	0.58491332549	0.517800627451	0.489760588235	0.46744715098	0.529826888235	0.417063252941	0.626755862745	0.261277790196	0.733268013725	0.314984621569	0.629433166667	0.779060541176	0.4548153	0.441342692157	0.318389719608	0.634890519608	0.588888872549	0.899440931373	0.708253923529	0.615027019608	0.736052411765	0.762265976471	0.503303213725	0.34057662549	0.663088839216	0.721305833333	0.299406237255	0.257677313725	0.281219452941	0.226161372549	0.280574856863	0.351059141176	0.941890864706	0.720212060784	0.679271652941	0.244113837255	0.267893494118	0.53186465098	0.654775235294	0.826308631373	0.90882255098	0.251673780392	0.318965531373	0.3725893	0.254201396078	0.277508396078	0.307170103922	0.0	0.253983103922	0.243519676471	0.229107282353	0.342787729412	0.441574980392	0.592532813725	0.869184411765	0.720930078431	0.595631427451	0.437569645098	0.69463832549	0.328930962745	0.643755670588	0.590257062745	0.816792266667	0.62529505098
BP496A	0.31167837451	0.286772405882	0.347544688235	0.310794947059	0.289068486275	0.296353376471	0.248944166667	0.237391847059	0.333044278431	0.318408784314	0.275891990196	0.262089915686	0.271651958824	0.260809231373	0.363306356863	0.333317892157	0.311664943137	0.314743488235	0.254125423529	0.206141184314	0.224407892157	0.522231947059	0.482026980392	0.233921815686	0.340374362745	0.235515562745	0.241695515686	0.43969922549	0.388904466667	0.213471694118	0.340812486275	0.256709988235	0.315557231373	0.300644388235	0.311787182353	0.287288647059	0.797705715686	0.774083435294	0.304356892157	0.334221764706	0.242824201961	0.286934429412	0.239145494118	0.618332039216	0.246744798039	0.251558623529	0.224758341176	0.29543822549	0.231939737255	0.576638245098	0.25889397451	0.253437623529	0.347148864706	0.232571111765	0.224140470588	0.252310178431	0.226670305882	0.253691084314	0.784027258824	0.758314856863	0.378072658824	0.313013754902	0.406109976471	0.46833157451	0.757410364706	0.821763443137	0.235509347059	0.220448858824	0.232956662745	0.259969366667	0.288057752941	0.303504303922	0.285421009804	0.243805219608	0.307815519608	0.253277635294	0.258630354902	0.41264257451	0.254031470588	0.777128756863	0.463192792157	0.243712556863	0.463570394118	0.219096507843	0.247188437255	0.268062031373	0.222575817647	0.653266841176	0.386883194118	0.201194609804	0.734312013725	0.514248817647	0.390524119608	0.473065615686	0.285294862745	0.237448064706	0.432793445098	0.244530896078	0.694387345098	0.290422841176	0.273433117647	0.639808166667	0.713951760784	0.612618182353	0.517934578431	0.504359445098	0.464721109804	0.540353737255	0.462092921569	0.617842111765	0.218806643137	0.758503866667	0.343139490196	0.633938756863	0.8070811	0.473720188235	0.441393780392	0.336639921569	0.645084756863	0.5872312	0.92504287451	0.715014913725	0.614439688235	0.741055307843	0.774956582353	0.46187072549	0.389185121569	0.669662433333	0.748142611765	0.353959721569	0.147257982353	0.204252815686	0.258070629412	0.233928854902	0.439298990196	0.964727058824	0.740175235294	0.683516309804	0.223288501961	0.2039525	0.535917766667	0.657641315686	0.824738696078	0.929291047059	0.289943115686	0.238404741176	0.456515419608	0.131064441176	0.182518762745	0.380583854902	0.253983103922	0.0	0.147667619608	0.270670672549	0.405590629412	0.417577029412	0.564807164706	0.889223903922	0.739798221569	0.587888268627	0.425362101961	0.712444762745	0.264931823529	0.61853997451	0.53383617451	0.819838429412	0.586506845098
BP427B	0.298534664706	0.26369642549	0.321021303922	0.288403437255	0.272628913725	0.285629807843	0.240421935294	0.248075015686	0.317125745098	0.289090156863	0.269265468627	0.272953366667	0.258055539216	0.247717819608	0.33440505098	0.320731880392	0.28415584902	0.289156852941	0.235577733333	0.202910941176	0.209724923529	0.512316998039	0.483355180392	0.229089035294	0.321521570588	0.227033001961	0.228761903922	0.428001523529	0.362584372549	0.217211737255	0.309716984314	0.244457568627	0.322931007843	0.281773737255	0.289331484314	0.281889831373	0.784726868627	0.772318584314	0.304362919608	0.334693070588	0.219102982353	0.281248543137	0.23416525098	0.605206023529	0.232303319608	0.234786478431	0.221930905882	0.263000154902	0.224903203922	0.567495915686	0.223737237255	0.227224235294	0.32306024902	0.223061127451	0.203023541176	0.214272907843	0.222563819608	0.226930260784	0.7720766	0.747063433333	0.386837952941	0.290163868627	0.386642913725	0.446408707843	0.737496360784	0.809458788235	0.210318601961	0.212468803922	0.234720466667	0.231195292157	0.284685137255	0.292677201961	0.240710535294	0.219647913725	0.290785347059	0.224407443137	0.229804621569	0.402454888235	0.218393686275	0.763404168627	0.468186082353	0.231741498039	0.4702725	0.213264813725	0.219943954902	0.234765211765	0.190442362745	0.640546809804	0.370523880392	0.192242205882	0.736653256863	0.506593778431	0.379928888235	0.467340729412	0.258963227451	0.216360782353	0.418858417647	0.226360633333	0.683951376471	0.321647935294	0.242172113725	0.620741692157	0.690157364706	0.594545335294	0.522569272549	0.492831092157	0.442188956863	0.537859964706	0.444522411765	0.623857103922	0.206134423529	0.744708882353	0.317376964706	0.622080258824	0.790783884314	0.450265152941	0.429971784314	0.32129772549	0.630386741176	0.569979035294	0.915170090196	0.701794027451	0.59969222549	0.734273041176	0.762106672549	0.461685129412	0.359529207843	0.655449311765	0.730939568627	0.361836909804	0.150704327451	0.191552827451	0.254608037255	0.217887564706	0.417403127451	0.952916694118	0.720276164706	0.671479576471	0.195838337255	0.168314186275	0.528392292157	0.661063978431	0.819052472549	0.919643866667	0.2734965	0.214020623529	0.437751047059	0.154504645098	0.208279609804	0.365655980392	0.243519676471	0.147667619608	0.0	0.241246303922	0.386133394118	0.418814354902	0.569964223529	0.879648280392	0.728078190196	0.590355566667	0.426731580392	0.703604539216	0.264147694118	0.617537033333	0.549924445098	0.810017158824	0.59398082549
BP473C	0.295781945098	0.28187854902	0.283670529412	0.294506811765	0.291178570588	0.328476786275	0.317386835294	0.328647633333	0.286889547059	0.275531284314	0.320593407843	0.341551521569	0.314276866667	0.297084833333	0.302475445098	0.337788913725	0.279654321569	0.284318462745	0.296301303922	0.283736284314	0.253759113725	0.562199211765	0.539270021569	0.294777943137	0.330425796078	0.282949972549	0.267505188235	0.453203376471	0.308557441176	0.288108378431	0.307984178431	0.3062573	0.398431605882	0.310806535294	0.330706337255	0.324605566667	0.773038631373	0.780089543137	0.374536254902	0.424685982353	0.243906635294	0.354313694118	0.32596964902	0.622751139216	0.271951254902	0.241961770588	0.305018005882	0.192513752941	0.299864609804	0.541811764706	0.220278843137	0.267083586275	0.353812811765	0.248209176471	0.258072947059	0.158118941176	0.282143601961	0.24178052549	0.743198162745	0.738833305882	0.442177480392	0.2619956	0.352870198039	0.365106890196	0.715080860784	0.784237590196	0.236612705882	0.261345080392	0.293756476471	0.235632176471	0.332584158824	0.333271415686	0.148181533333	0.234679539216	0.255928039216	0.229610001961	0.23333205098	0.449275631373	0.184752252941	0.742689998039	0.525058190196	0.267850515686	0.537914137255	0.236232376471	0.254918396078	0.229138609804	0.182868219608	0.638210039216	0.362182266667	0.229592129412	0.761570623529	0.536259490196	0.418197509804	0.518184323529	0.246525476471	0.223824121569	0.438298835294	0.262864501961	0.702905088235	0.436165298039	0.170100731373	0.612103921569	0.672288021569	0.597465792157	0.54018552549	0.493681215686	0.459997786275	0.560689186275	0.448465186275	0.663004988235	0.267348464706	0.714439315686	0.319295911765	0.615415507843	0.76237907451	0.45957722549	0.472433143137	0.3450285	0.616524743137	0.582570264706	0.882084343137	0.694618029412	0.607892101961	0.731604039216	0.747207780392	0.51436142549	0.318701613725	0.657892901961	0.707558119608	0.41977964902	0.254907305882	0.247564484314	0.2935232	0.216630468627	0.345858321569	0.918683327451	0.694758323529	0.66106635098	0.193720264706	0.220141756863	0.521554584314	0.680584568627	0.816644152941	0.887557154902	0.266507678431	0.280547378431	0.373763558824	0.269793086275	0.320651164706	0.349269111765	0.229107282353	0.270670672549	0.241246303922	0.0	0.345566654902	0.443104905882	0.602558723529	0.850272345098	0.706576772549	0.620238098039	0.478482598039	0.673020094118	0.323089582353	0.644863541176	0.603943494118	0.807144317647	0.620421639216
BP377B	0.28479212549	0.406281827451	0.40102505098	0.421921870588	0.378232272549	0.296540719608	0.40111372549	0.379968260784	0.429426452941	0.354760476471	0.324875768627	0.332722905882	0.356637027451	0.373563747059	0.387750366667	0.302084239216	0.387660898039	0.365440411765	0.391601237255	0.391928833333	0.374160043137	0.5165572	0.487326268627	0.369359072549	0.376788098039	0.360216662745	0.316892392157	0.465316188235	0.440851233333	0.375756758824	0.396576947059	0.350654582353	0.389322296078	0.344345715686	0.356053039216	0.369866370588	0.766956137255	0.727439723529	0.366431741176	0.430236566667	0.351003482353	0.358241894118	0.415301029412	0.578839084314	0.37605794902	0.344719107843	0.420333719608	0.376216062745	0.380780080392	0.580216909804	0.39013592549	0.393064801961	0.308555929412	0.370994290196	0.392939617647	0.356692333333	0.342552770588	0.378717211765	0.778346860784	0.74531847451	0.400139747059	0.301281941176	0.203142527451	0.246114635294	0.734672935294	0.798469876471	0.352596839216	0.367262139216	0.343262915686	0.367874619608	0.352815390196	0.308857741176	0.359586690196	0.385778782353	0.321384090196	0.385107162745	0.351609364706	0.372642917647	0.34475262549	0.772021601961	0.48666575098	0.352465519608	0.497705654902	0.37027405098	0.345416086275	0.394031601961	0.358412996078	0.63326754902	0.177798082353	0.348470184314	0.696869109804	0.498262305882	0.400735227451	0.462574801961	0.366557233333	0.334502521569	0.360586796078	0.374985807843	0.678035637255	0.427943109804	0.341828009804	0.601088843137	0.679032131373	0.56207345098	0.517403105882	0.513884898039	0.49476822549	0.503770378431	0.496763123529	0.583732611765	0.369868998039	0.724924076471	0.308983233333	0.605497613725	0.786966964706	0.39416402549	0.373179182353	0.311135786275	0.6147585	0.569213378431	0.907878107843	0.683272456863	0.587058003922	0.70251845098	0.741010203922	0.4807357	0.306121107843	0.660522384314	0.724025656863	0.396849221569	0.398040796078	0.421435747059	0.401198921569	0.397821292157	0.223726019608	0.961849441176	0.71907815098	0.65548542549	0.387429394118	0.408664584314	0.523706847059	0.628582196078	0.793098113725	0.918377998039	0.312884152941	0.476257778431	0.230937005882	0.427903494118	0.389120411765	0.202650743137	0.342787729412	0.405590629412	0.386133394118	0.345566654902	0.0	0.456960113725	0.549869943137	0.882924701961	0.719043309804	0.56168745098	0.444097841176	0.693003015686	0.36252004902	0.605680603922	0.554554227451	0.77952687451	0.608325792157
BP565T	0.439158858824	0.427380341176	0.453778090196	0.442862415686	0.412620182353	0.416475515686	0.449812635294	0.397647907843	0.470827668627	0.464503068627	0.387227619608	0.387859164706	0.396030062745	0.436530703922	0.472754888235	0.432450423529	0.437737058824	0.448826890196	0.420528178431	0.424332978431	0.4281868	0.373269662745	0.375363535294	0.432889158824	0.474099443137	0.428143364706	0.439941352941	0.282193784314	0.500490186275	0.444198598039	0.433254837255	0.373676660784	0.380998790196	0.441463076471	0.393266737255	0.448790013725	0.627527572549	0.493151856863	0.431469239216	0.402215590196	0.408207388235	0.40520234902	0.420355378431	0.466796990196	0.440140333333	0.43347415098	0.418506543137	0.463890854902	0.429386864706	0.406110607843	0.422096933333	0.437888492157	0.381587901961	0.418466047059	0.418843358824	0.416524588235	0.406037939216	0.423896623529	0.669050001961	0.606761196078	0.419205154902	0.463034164706	0.484247507843	0.520526435294	0.615765637255	0.67680775098	0.443302184314	0.427819703922	0.432652660784	0.434580203922	0.428258652941	0.452588878431	0.445478482353	0.460322366667	0.449900713725	0.429026115686	0.383328858824	0.429855607843	0.389577962745	0.616982088235	0.326777398039	0.441526872549	0.367377717647	0.436972835294	0.386111160784	0.442643045098	0.387760760784	0.496343596078	0.443865964706	0.416843517647	0.529576960784	0.239095015686	0.279514662745	0.30393337451	0.365969186275	0.383809564706	0.420834396078	0.408714964706	0.503620021569	0.422451654902	0.429839927451	0.432155243137	0.593359476471	0.440845466667	0.235516819608	0.356122494118	0.545772852941	0.320986860784	0.513992535294	0.463604866667	0.43358255098	0.594121460784	0.383629096078	0.482097562745	0.6699726	0.406302813725	0.34520104902	0.337419739216	0.458022994118	0.4297093	0.783388892157	0.555875394118	0.483523313725	0.529372227451	0.571793603922	0.365679531373	0.468339311765	0.511830494118	0.598816739216	0.418948272549	0.425555396078	0.423717001961	0.415765694118	0.468442766667	0.495637996078	0.838380876471	0.649078429412	0.485912586275	0.396994378431	0.430343972549	0.34337707451	0.427491364706	0.632654082353	0.791673135294	0.404415729412	0.440194452941	0.502436060784	0.443101980392	0.426316992157	0.475987841176	0.441574980392	0.417577029412	0.418814354902	0.443104905882	0.456960113725	0.0	0.3141817	0.754932517647	0.563107352941	0.368670764706	0.297513484314	0.549421333333	0.466293492157	0.353087686275	0.320293466667	0.665026305882	0.385437286275
BP561T	0.557985347059	0.560219052941	0.581122072549	0.562686978431	0.539044345098	0.526291231373	0.57349555098	0.51117892549	0.592473454902	0.583004098039	0.509386876471	0.500494076471	0.525483621569	0.5673938	0.595376807843	0.539552703922	0.575773676471	0.575763711765	0.539497768627	0.564158015686	0.566539421569	0.455807068627	0.363995592157	0.557489282353	0.598549966667	0.553562986275	0.568231213725	0.378864205882	0.615158258824	0.574701352941	0.560804866667	0.493201631373	0.459250564706	0.565514878431	0.50676117451	0.586007231373	0.726549966667	0.434039854902	0.530130735294	0.480347560784	0.552158107843	0.498935531373	0.558112682353	0.587288466667	0.565389617647	0.572095862745	0.546952784314	0.612674880392	0.565847411765	0.559922778431	0.569302237255	0.582083839216	0.505030962745	0.56366835098	0.569708780392	0.560999927451	0.550512258824	0.568673307843	0.766217043137	0.735504935294	0.473904066667	0.61426862549	0.608620376471	0.641519221569	0.751262058824	0.803561419608	0.588104743137	0.558345658824	0.576714184314	0.569113715686	0.560279309804	0.569222801961	0.581637464706	0.609134392157	0.589699927451	0.573128333333	0.536783809804	0.517103723529	0.532256760784	0.778252694118	0.380224	0.5883348	0.371890001961	0.583789335294	0.534209837255	0.587625705882	0.534347915686	0.622873264706	0.529322539216	0.567590131373	0.539218594118	0.277994033333	0.377705798039	0.401472933333	0.524663470588	0.527950633333	0.508468158824	0.545770268627	0.515677172549	0.497322092157	0.575817952941	0.559834288235	0.696669368627	0.550616229412	0.313141762745	0.500081252941	0.643759941176	0.313637831373	0.601581988235	0.398501523529	0.583500843137	0.722837854902	0.501053039216	0.600033	0.808976382353	0.524846290196	0.428463364706	0.482973686275	0.576751415686	0.550842972549	0.90570845098	0.666322486275	0.566189543137	0.632295872549	0.673046429412	0.405593517647	0.610695356863	0.63523844902	0.741813698039	0.523596321569	0.57697335098	0.561872666667	0.553973809804	0.617820066667	0.608632786275	0.970194886275	0.752431862745	0.596451898039	0.551844243137	0.585291547059	0.443104045098	0.362976103922	0.722835688235	0.922547031373	0.528377445098	0.592633035294	0.601679329412	0.5934817	0.556358280392	0.598059239216	0.592532813725	0.564807164706	0.569964223529	0.602558723529	0.549869943137	0.3141817	0.0	0.883011896078	0.702014072549	0.346684060784	0.385420878431	0.649138523529	0.598024721569	0.265868072549	0.285406558824	0.746798727451	0.447348829412
